,Student_ID,Action_Types,Action_Time,Cur_Proficiency
234,022,AT53,8,"{0: 0, 1: 2, 4: 1}"
235,022,44,8,
236,022,40,42,
237,022,39,9,
238,022,9,40,
239,022,26,51,
240,022,45,29,
241,022,26,6,
242,022,22,20,
243,022,38,32,
244,022,17,38,
245,022,Final Exam,90,"[4, 4, 4, 1, 4]"
246,023,Prior Assessment Test,90,"[1, 4, 2, 1, 3]"
247,023,49,4,
248,023,AT68,5,"{0: 1, 2: 4, 3: 1, 4: 3}"
249,023,32,51,
250,023,21,36,
251,023,6,50,
252,023,Final Exam,90,"[1, 4, 4, 4, 4]"
253,024,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
254,024,31,30,
255,024,40,29,
256,024,31,55,
257,024,44,3,
258,024,44,2,
259,024,39,4,
260,024,43,7,
261,024,47,40,
262,024,8,49,
263,024,8,56,
264,024,26,35,
265,024,21,44,
266,024,AT63,1,"{0: 2, 3: 1, 4: 4}"
267,024,4,3,
268,024,5,26,
269,024,21,19,
270,024,34,24,
271,024,6,45,
272,024,Final Exam,90,"[4, 4, 4, 4, 4]"
273,025,Prior Assessment Test,90,"[0, 0, 1, 1, 0]"
274,025,43,1,
275,025,47,29,
276,025,AT51,5,"{2: 4, 3: 1}"
277,025,39,6,
278,025,AT51,3,"{2: 4, 3: 2}"
279,025,AT51,43,"{2: 4, 3: 3}"
280,025,49,10,
281,025,AT51,46,"{2: 4, 3: 4}"
282,025,AT66,3,"{1: 3, 2: 4, 3: 4, 4: 0}"
283,025,38,27,
284,025,AT56,23,"{0: 4, 2: 4}"
285,025,49,4,
286,025,34,31,
287,025,Final Exam,90,"[4, 4, 4, 4, 1]"
288,026,Prior Assessment Test,90,"[1, 0, 1, 0, 1]"
289,026,44,18,
290,026,49,21,
291,026,44,3,
292,026,43,59,
293,026,45,14,
294,026,49,54,
295,026,AT55,4,"{2: 4, 4: 2}"
296,026,17,58,
297,026,46,19,
298,026,48,34,
299,026,Final Exam,90,"[2, 4, 4, 0, 4]"
300,027,Prior Assessment Test,90,"[0, 0, 1, 0, 2]"
301,027,44,57,
302,027,AT63,52,"{0: 0, 3: 0, 4: 3}"
303,027,40,60,
304,027,AT53,9,"{0: 0, 1: 3, 4: 4}"
305,027,32,9,
306,027,49,28,
307,027,49,5,
308,027,Final Exam,90,"[0, 4, 4, 0, 4]"
309,028,Prior Assessment Test,90,"[2, 0, 1, 2, 1]"
310,028,43,6,
311,028,AT63,25,"{0: 4, 3: 2, 4: 1}"
312,028,AT51,31,"{2: 2, 3: 3}"
313,028,30,53,
314,028,AT58,59,"{0: 4, 1: 0, 2: 3}"
315,028,44,9,
316,028,27,15,
317,028,2,21,
318,028,12,11,
319,028,27,19,
320,028,AT57,1,"{1: 2, 2: 4}"
321,028,AT64,33,"{0: 4, 1: 3, 3: 4}"
322,028,AT53,1,"{0: 4, 1: 4, 4: 4}"
323,028,Final Exam,90,"[4, 4, 4, 4, 4]"
324,029,Prior Assessment Test,90,"[3, 1, 1, 2, 1]"
325,029,27,34,
326,029,1,18,
327,029,47,4,
328,029,45,45,
329,029,AT68,26,"{0: 4, 2: 4, 3: 4, 4: 2}"
330,029,AT57,5,"{1: 2, 2: 4}"
331,029,25,23,
332,029,Final Exam,90,"[4, 2, 4, 4, 4]"
333,030,Prior Assessment Test,90,"[0, 0, 1, 1, 0]"
334,030,44,3,
335,030,AT59,17,"{0: 0, 4: 1}"
336,030,49,1,
337,030,8,8,
338,030,AT64,5,"{0: 0, 1: 3, 3: 2}"
339,030,46,26,
340,030,9,31,
341,030,25,48,
342,030,39,26,
343,030,4,29,
344,030,12,42,
345,030,AT55,50,"{2: 4, 4: 4}"
346,030,AT51,56,"{2: 4, 3: 4}"
347,030,38,8,
348,030,23,12,
349,030,Final Exam,90,"[2, 4, 4, 4, 4]"
350,031,Prior Assessment Test,90,"[1, 0, 3, 1, 1]"
351,031,38,18,
352,031,AT55,36,"{2: 4, 4: 2}"
353,031,31,15,
354,031,21,10,
355,031,32,24,
356,031,48,5,
357,031,AT66,1,"{1: 0, 2: 4, 3: 3, 4: 4}"
358,031,3,36,
359,031,41,52,
360,031,18,2,
361,031,44,56,
362,031,Final Exam,90,"[4, 4, 4, 4, 4]"
363,032,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
364,032,AT53,57,"{0: 1, 1: 1, 4: 0}"
365,032,31,3,
366,032,26,30,
367,032,31,51,
368,032,32,4,
369,032,AT55,4,"{2: 2, 4: 3}"
370,032,45,34,
371,032,AT55,1,"{2: 3, 4: 4}"
372,032,8,25,
373,032,43,7,
374,032,48,2,
375,032,17,3,
376,032,10,31,
377,032,Final Exam,90,"[3, 4, 4, 0, 4]"
378,033,Prior Assessment Test,90,"[0, 1, 0, 0, 1]"
379,033,40,16,
380,033,AT52,57,"{1: 2, 2: 0}"
381,033,31,6,
382,033,26,23,
383,033,44,40,
384,033,26,6,
385,033,22,32,
386,033,41,15,
387,033,36,31,
388,033,Final Exam,90,"[4, 4, 1, 0, 4]"
389,034,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
390,034,40,8,
391,034,39,11,
392,034,18,52,
393,034,25,60,
394,034,AT53,23,"{0: 1, 1: 2, 4: 3}"
395,034,47,59,
396,034,31,12,
397,034,47,2,
398,034,Final Exam,90,"[4, 2, 4, 0, 4]"
399,035,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
400,035,AT52,13,"{1: 2, 2: 1}"
401,035,49,45,
402,035,AT51,8,"{2: 1, 3: 2}"
403,035,9,56,
404,035,AT51,14,"{2: 2, 3: 3}"
405,035,45,12,
406,035,45,26,
407,035,AT51,8,"{2: 4, 3: 4}"
408,035,9,32,
409,035,AT69,28,"{3: 4, 4: 3}"
410,035,8,7,
411,035,Final Exam,90,"[1, 4, 4, 4, 4]"
412,036,Prior Assessment Test,90,"[1, 0, 0, 1, 1]"
413,036,12,18,
414,036,40,19,
415,036,31,30,
416,036,AT63,38,"{0: 1, 3: 3, 4: 4}"
417,036,AT51,17,"{2: 0, 3: 4}"
418,036,AT53,12,"{0: 1, 1: 1, 4: 4}"
419,036,11,59,
420,036,23,58,
421,036,22,5,
422,036,AT64,36,"{0: 3, 1: 4, 3: 4}"
423,036,Final Exam,90,"[3, 4, 0, 4, 4]"
424,037,Prior Assessment Test,90,"[0, 0, 2, 0, 1]"
425,037,40,20,
426,037,31,8,
427,037,10,7,
428,037,47,7,
429,037,9,29,
430,037,Final Exam,90,"[0, 1, 4, 0, 4]"
431,038,Prior Assessment Test,90,"[1, 1, 1, 1, 0]"
432,038,AT65,3,"{0: 1, 1: 2, 4: 0}"
433,038,1,10,
434,038,31,21,
435,038,32,32,
436,038,AT62,31,"{0: 1, 2: 3, 3: 4}"
437,038,45,44,
438,038,12,27,
439,038,AT66,54,"{1: 3, 2: 4, 3: 4, 4: 2}"
440,038,22,23,
441,038,48,1,
442,038,9,11,
443,038,38,32,
444,038,Final Exam,90,"[2, 4, 4, 4, 4]"
445,039,Prior Assessment Test,90,"[0, 1, 0, 3, 2]"
446,039,AT52,24,"{1: 2, 2: 0}"
447,039,8,15,
448,039,31,31,
449,039,40,18,
450,039,AT64,7,"{0: 0, 1: 4, 3: 3}"
451,039,39,40,
452,039,39,14,
453,039,Final Exam,90,"[0, 4, 2, 3, 4]"
454,040,Prior Assessment Test,90,"[1, 1, 0, 0, 1]"
455,040,AT53,2,"{0: 1, 1: 1, 4: 2}"
456,040,49,29,
457,040,44,18,
458,040,39,16,
459,040,31,4,
460,040,AT65,36,"{0: 1, 1: 4, 4: 4}"
461,040,43,20,
462,040,17,50,
463,040,AT54,59,"{0: 2, 1: 4, 2: 3, 3: 0}"
464,040,26,13,
465,040,AT56,15,"{0: 4, 2: 3}"
466,040,Final Exam,90,"[4, 4, 3, 0, 4]"
467,041,Prior Assessment Test,90,"[0, 1, 1, 2, 0]"
468,041,23,2,
469,041,AT63,8,"{0: 0, 3: 2, 4: 1}"
470,041,27,53,
471,041,49,1,
472,041,43,45,
473,041,38,22,
474,041,AT65,2,"{0: 1, 1: 2, 4: 2}"
475,041,AT66,56,"{1: 3, 2: 4, 3: 4, 4: 2}"
476,041,25,27,
477,041,49,16,
478,041,Final Exam,90,"[1, 4, 4, 4, 3]"
479,042,Prior Assessment Test,90,"[0, 1, 0, 0, 1]"
480,042,AT65,18,"{0: 0, 1: 1, 4: 2}"
481,042,AT63,57,"{0: 0, 3: 0, 4: 3}"
482,042,25,24,
483,042,26,38,
484,042,48,11,
485,042,41,1,
486,042,AT65,42,"{0: 3, 1: 2, 4: 4}"
487,042,AT53,5,"{0: 4, 1: 2, 4: 4}"
488,042,AT65,59,"{0: 4, 1: 3, 4: 4}"
489,042,18,50,
490,042,39,1,
491,042,9,18,
492,042,15,33,
493,042,21,14,
494,042,1,12,
495,042,Final Exam,90,"[4, 4, 4, 2, 4]"
496,043,Prior Assessment Test,90,"[1, 3, 2, 1, 0]"
497,043,41,4,
498,043,49,1,
499,043,47,22,
500,043,AT56,38,"{0: 4, 2: 4}"
501,043,AT59,8,"{0: 4, 4: 1}"
502,043,33,1,
503,043,1,2,
504,043,46,35,
505,043,Final Exam,90,"[4, 4, 4, 3, 2]"
506,044,Prior Assessment Test,90,"[1, 1, 1, 1, 0]"
507,044,AT62,42,"{0: 1, 2: 1, 3: 2}"
508,044,43,12,
509,044,31,5,
510,044,AT52,3,"{1: 2, 2: 2}"
511,044,AT51,27,"{2: 2, 3: 3}"
512,044,44,7,
513,044,41,45,
514,044,11,3,
515,044,9,20,
516,044,AT67,16,"{0: 1, 2: 3, 3: 4, 4: 3}"
517,044,29,26,
518,044,12,2,
519,044,Final Exam,90,"[1, 4, 4, 4, 4]"
520,045,Prior Assessment Test,90,"[3, 0, 1, 3, 0]"
521,045,31,13,
522,045,38,16,
523,045,11,48,
524,045,40,42,
525,045,11,7,
526,045,32,3,
527,045,43,14,
528,045,AT52,9,"{1: 2, 2: 4}"
529,045,32,49,
530,045,31,1,
531,045,AT54,4,"{0: 4, 1: 4, 2: 4, 3: 4}"
532,045,Final Exam,90,"[4, 4, 4, 4, 4]"
533,046,Prior Assessment Test,90,"[0, 0, 1, 1, 0]"
534,046,34,6,
535,046,21,45,
536,046,40,1,
537,046,25,38,
538,046,26,22,
539,046,44,38,
540,046,23,11,
541,046,AT68,37,"{0: 1, 2: 3, 3: 3, 4: 4}"
542,046,AT53,46,"{0: 1, 1: 3, 4: 4}"
543,046,AT55,4,"{2: 4, 4: 4}"
544,046,46,7,
545,046,AT51,23,"{2: 4, 3: 4}"
546,046,Final Exam,90,"[1, 4, 4, 4, 4]"
547,047,Prior Assessment Test,90,"[0, 1, 2, 2, 1]"
548,047,44,10,
549,047,9,34,
550,047,15,10,
551,047,10,3,
552,047,27,27,
553,047,11,56,
554,047,44,19,
555,047,26,37,
556,047,Final Exam,90,"[1, 4, 4, 2, 4]"
557,048,Prior Assessment Test,90,"[1, 1, 1, 1, 2]"
558,048,12,47,
559,048,18,48,
560,048,39,1,
561,048,AT63,24,"{0: 2, 3: 1, 4: 4}"
562,048,49,23,
563,048,Final Exam,90,"[2, 3, 3, 1, 4]"
564,049,Prior Assessment Test,90,"[0, 1, 1, 3, 0]"
565,049,AT59,6,"{0: 0, 4: 1}"
566,049,40,1,
567,049,44,28,
568,049,AT64,12,"{0: 0, 1: 3, 3: 4}"
569,049,9,46,
570,049,3,33,
571,049,Final Exam,90,"[0, 3, 1, 4, 4]"
572,050,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
573,050,43,12,
574,050,17,11,
575,050,49,2,
576,050,AT57,5,"{1: 3, 2: 3}"
577,050,38,6,
578,050,41,24,
579,050,AT65,19,"{0: 3, 1: 4, 4: 1}"
580,050,AT63,40,"{0: 4, 3: 0, 4: 1}"
581,050,AT57,15,"{1: 4, 2: 4}"
582,050,46,28,
583,050,Final Exam,90,"[4, 4, 4, 0, 2]"
584,051,Prior Assessment Test,90,"[0, 0, 1, 1, 3]"
585,051,1,32,
586,051,40,35,
587,051,25,41,
588,051,43,40,
589,051,AT68,50,"{0: 2, 2: 2, 3: 2, 4: 4}"
590,051,AT51,59,"{2: 2, 3: 3}"
591,051,3,6,
592,051,9,36,
593,051,47,10,
594,051,32,23,
595,051,Final Exam,90,"[2, 2, 4, 4, 4]"
596,052,Prior Assessment Test,90,"[0, 1, 0, 1, 0]"
597,052,8,52,
598,052,21,27,
599,052,40,23,
600,052,11,2,
601,052,17,37,
602,052,44,34,
603,052,8,47,
604,052,31,9,
605,052,Final Exam,90,"[2, 4, 0, 3, 3]"
606,053,Prior Assessment Test,90,"[0, 1, 0, 1, 0]"
607,053,31,6,
608,053,AT65,15,"{0: 0, 1: 1, 4: 2}"
609,053,AT52,21,"{1: 2, 2: 0}"
610,053,44,38,
611,053,8,17,
612,053,41,44,
613,053,40,59,
614,053,25,52,
615,053,AT68,13,"{0: 2, 2: 0, 3: 2, 4: 4}"
616,053,14,30,
617,053,3,56,
618,053,33,2,
619,053,AT68,26,"{0: 4, 2: 1, 3: 4, 4: 4}"
620,053,Final Exam,90,"[4, 4, 1, 4, 4]"
621,054,Prior Assessment Test,90,"[0, 1, 0, 1, 2]"
622,054,25,15,
623,054,8,56,
624,054,26,39,
625,054,22,33,
626,054,17,28,
627,054,40,50,
628,054,AT51,17,"{2: 0, 3: 3}"
629,054,0,16,
630,054,1,27,
631,054,AT56,1,"{0: 4, 2: 0}"
632,054,18,52,
633,054,9,21,
634,054,25,27,
635,054,Final Exam,90,"[4, 4, 3, 4, 4]"
636,055,Prior Assessment Test,90,"[1, 0, 0, 0, 1]"
637,055,26,27,
638,055,31,49,
639,055,48,52,
640,055,AT53,5,"{0: 2, 1: 1, 4: 4}"
641,055,48,59,
642,055,44,2,
643,055,17,45,
644,055,41,55,
645,055,Final Exam,90,"[4, 4, 1, 0, 4]"
646,056,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
647,056,AT53,45,"{0: 1, 1: 1, 4: 1}"
648,056,47,22,
649,056,34,2,
650,056,23,1,
651,056,9,12,
652,056,AT66,9,"{1: 4, 2: 1, 3: 3, 4: 2}"
653,056,10,1,
654,056,47,31,
655,056,14,36,
656,056,AT58,8,"{0: 4, 1: 4, 2: 4}"
657,056,11,24,
658,056,Final Exam,90,"[4, 4, 4, 4, 2]"
659,057,Prior Assessment Test,90,"[0, 1, 1, 0, 1]"
660,057,40,1,
661,057,9,58,
662,057,44,2,
663,057,9,28,
664,057,AT65,55,"{0: 0, 1: 2, 4: 4}"
665,057,45,7,
666,057,21,54,
667,057,0,7,
668,057,21,45,
669,057,41,40,
670,057,11,26,
671,057,14,2,
672,057,Final Exam,90,"[1, 4, 4, 4, 4]"
673,058,Prior Assessment Test,90,"[1, 1, 2, 4, 0]"
674,058,AT55,42,"{2: 3, 4: 0}"
675,058,45,10,
676,058,38,10,
677,058,14,36,
678,058,Final Exam,90,"[3, 1, 4, 4, 0]"
679,059,Prior Assessment Test,90,"[2, 1, 0, 1, 1]"
680,059,AT52,1,"{1: 2, 2: 0}"
681,059,AT52,42,"{1: 3, 2: 0}"
682,059,12,50,
683,059,AT63,51,"{0: 2, 3: 2, 4: 2}"
684,059,22,7,
685,059,26,48,
686,059,27,24,
687,059,Final Exam,90,"[3, 3, 0, 3, 4]"
688,060,Prior Assessment Test,90,"[1, 1, 0, 0, 0]"
689,060,22,15,
690,060,31,15,
691,060,44,5,
692,060,40,50,
693,060,17,56,
694,060,36,5,
695,060,18,29,
696,060,48,2,
697,060,Final Exam,90,"[4, 4, 0, 0, 4]"
698,061,Prior Assessment Test,90,"[1, 3, 2, 1, 0]"
699,061,41,13,
700,061,AT65,54,"{0: 1, 1: 4, 4: 1}"
701,061,49,14,
702,061,26,37,
703,061,27,4,
704,061,32,53,
705,061,Final Exam,90,"[2, 4, 3, 1, 4]"
706,062,Prior Assessment Test,90,"[1, 2, 1, 0, 2]"
707,062,31,7,
708,062,49,24,
709,062,40,29,
710,062,48,23,
711,062,17,49,
712,062,9,3,
713,062,48,24,
714,062,Final Exam,90,"[3, 3, 4, 0, 4]"
715,063,Prior Assessment Test,90,"[1, 0, 0, 1, 0]"
716,063,21,3,
717,063,40,43,
718,063,AT69,3,"{3: 2, 4: 2}"
719,063,26,2,
720,063,AT68,56,"{0: 2, 2: 0, 3: 2, 4: 3}"
721,063,30,15,
722,063,40,23,
723,063,14,1,
724,063,AT63,5,"{0: 4, 3: 3, 4: 4}"
725,063,4,41,
726,063,18,1,
727,063,AT68,1,"{0: 4, 2: 2, 3: 4, 4: 4}"
728,063,11,28,
729,063,Final Exam,90,"[4, 1, 2, 4, 4]"
730,064,Prior Assessment Test,90,"[1, 0, 2, 1, 0]"
731,064,1,5,
732,064,AT63,27,"{0: 1, 3: 4, 4: 0}"
733,064,44,21,
734,064,29,54,
735,064,49,25,
736,064,AT59,56,"{0: 1, 4: 1}"
737,064,11,59,
738,064,23,40,
739,064,Final Exam,90,"[2, 3, 4, 4, 1]"
740,065,Prior Assessment Test,90,"[0, 1, 1, 0, 1]"
741,065,32,4,
742,065,40,5,
743,065,18,33,
744,065,26,1,
745,065,17,34,
746,065,15,4,
747,065,43,41,
748,065,40,19,
749,065,38,20,
750,065,AT57,23,"{1: 3, 2: 4}"
751,065,AT54,8,"{0: 3, 1: 3, 2: 4, 3: 0}"
752,065,AT56,37,"{0: 4, 2: 4}"
753,065,AT53,57,"{0: 4, 1: 4, 4: 4}"
754,065,21,36,
755,065,21,52,
756,065,1,15,
757,065,Final Exam,90,"[4, 4, 4, 3, 4]"
758,066,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
759,066,AT65,56,"{0: 1, 1: 2, 4: 1}"
760,066,AT52,29,"{1: 3, 2: 1}"
761,066,39,40,
762,066,45,10,
763,066,45,18,
764,066,41,15,
765,066,10,42,
766,066,Final Exam,90,"[1, 4, 4, 1, 1]"
767,067,Prior Assessment Test,90,"[0, 1, 2, 1, 3]"
768,067,AT53,12,"{0: 0, 1: 2, 4: 3}"
769,067,40,13,
770,067,9,55,
771,067,AT55,3,"{2: 4, 4: 4}"
772,067,AT57,24,"{1: 3, 2: 4}"
773,067,41,11,
774,067,0,7,
775,067,26,5,
776,067,47,21,
777,067,AT63,15,"{0: 4, 3: 2, 4: 4}"
778,067,Final Exam,90,"[4, 4, 4, 2, 4]"
779,068,Prior Assessment Test,90,"[0, 1, 0, 2, 3]"
780,068,11,15,
781,068,3,17,
782,068,8,57,
783,068,39,21,
784,068,6,52,
785,068,Final Exam,90,"[0, 3, 2, 2, 4]"
786,069,Prior Assessment Test,90,"[3, 1, 1, 1, 1]"
787,069,20,10,
788,069,46,55,
789,069,9,26,
790,069,9,22,
791,069,48,1,
792,069,10,2,
793,069,Final Exam,90,"[4, 2, 3, 1, 3]"
794,070,Prior Assessment Test,90,"[0, 0, 0, 1, 1]"
795,070,40,49,
796,070,AT53,58,"{0: 0, 1: 1, 4: 2}"
797,070,31,2,
798,070,49,49,
799,070,40,49,
800,070,39,43,
801,070,17,20,
802,070,AT51,39,"{2: 1, 3: 2}"
803,070,36,37,
804,070,11,50,
805,070,44,1,
806,070,Final Exam,90,"[3, 4, 1, 3, 3]"
807,071,Prior Assessment Test,90,"[2, 0, 0, 1, 0]"
808,071,44,1,
809,071,41,2,
810,071,AT52,39,"{1: 3, 2: 0}"
811,071,41,5,
812,071,31,50,
813,071,AT65,15,"{0: 3, 1: 4, 4: 1}"
814,071,0,7,
815,071,AT69,49,"{3: 2, 4: 2}"
816,071,27,55,
817,071,40,60,
818,071,AT66,16,"{1: 4, 2: 0, 3: 4, 4: 4}"
819,071,Final Exam,90,"[3, 4, 0, 4, 4]"
820,072,Prior Assessment Test,90,"[2, 0, 1, 1, 1]"
821,072,AT62,55,"{0: 2, 2: 1, 3: 2}"
822,072,47,34,
823,072,34,1,
